"","Row.names","PC1","PC2","PC3","X","StemTag","sp","crown_living","broken_stem","defoliation","rot","wound","fire","insect","canker","leaf_damage","hollow_stem","overtopped","animal","lightning","fungi","crushed","bark_beetles","unknown","postfire_leaf_loss","water","bai","ba_m_2019","idw_con","idw_het"
"56","1185",0.0990984917217517,-0.0454054163627333,0.0200881248662297,1185,705050,"QULA",90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,9.11895709856074,0.0136847775990371,8.36116360858128,292.0737031096
"57","1189",0.0990984917217517,-0.0454054163627333,0.0200881248662297,1189,705055,"QULA",96,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.10437471505248,0.0109358840271461,58.2599234008539,238.511694089662
"58","1190",0.230781872653462,-0.106268864659755,-0.163786470518055,1190,705056,"QULA",8,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,11.8872,0.950736785863929,0.0208672438033068,20.5446419804035,357.099810412798
"59","1194",0.184649795489093,-0.0713021290512857,-0.134960123935768,1194,705065,"QULA",15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11.8872,4.01744263782746,0.006647610054996,36.092367200095,558.668822079962
"60","1206",-0.064963825788507,-0.0248298234548409,0.00627044623507086,1206,707012,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,2.34350820539935,0.00985203456165759,90.5525337056459,439.80633637606
"61","1208",-0.064963825788507,-0.0248298234548409,0.00627044623507086,1208,707014,"QULA",91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8872,3.68120645746094,0.0116898662640076,112.973234991238,496.9958941602
"62","1209",0.21015780580494,-0.0771371083236391,-0.11320069965487,1209,707015,"QULA",93,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,11.8872,2.20872387447656,0.0120762821603992,49.5497324487659,594.87671203779
"63","1292",-0.0822000878398833,-0.0354219599889,-0.142558066068577,1292,709073,"QULA",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.192,1.17742189007454,0.000380132711084365,34.045231704636,560.20547374468
"64","1296",0.21015780580494,-0.0771371083236392,-0.11320069965487,1296,709078,"QULA",92,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,12.192,12.2672280665401,0.0124689812420979,1.81305967657824,482.939691171752
"65","1315",-0.064963825788507,-0.0248298234548409,0.00627044623507083,1315,711018,"QULA",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.192,11.693017391085,0.036305030103047,0,544.417481309162
